"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"LandPlane","L1J","G2GL","1","Jet","SOKO","N-60 Galeb","L"
"LandPlane","L1J","G4SG","1","Jet","SOKO","N-62 Super Galeb","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","NJ-21 Jastreb","L"
"LandPlane","L1P","KRAG","1","Piston","SOKO","P-2 Kraguj","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","Partizan","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","RJ-1 Jastreb","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","SA-341 Partizan","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","SA-342 Partizan","L"
"LandPlane","L1J","G4SG","1","Jet","SOKO","Super Galeb","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","TJ-1 Jastreb","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","TJ-21 Jastreb","L"
"LandPlane","L1P","SOK2","1","Piston","SOKO","2","L"
"LandPlane","L1J","G2GL","1","Jet","SOKO","G-2 Galeb","L"
"LandPlane","L1J","G4SG","1","Jet","SOKO","G-4 Super Galeb","L"
"LandPlane","L1J","G2GL","1","Jet","SOKO","Galeb","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","H-45 Partizan","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","HN-42 Partizan","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","HN-45 Partizan","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SOKO","HO-42 Partizan","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","IJ-21 Jastreb","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","J-1 Jastreb","L"
"LandPlane","L1P","KRAG","1","Piston","SOKO","J-20 Kraguj","L"
"LandPlane","L1J","JAST","1","Jet","SOKO","J-21 Jastreb","L"
"LandPlane","L2J","YURO","2","Jet","SOKO-CNIAR","Orao","M"
"LandPlane","L2J","YURO","2","Jet","SOKO-CNIAR","J-22 Orao","M"
"LandPlane","L2J","YURO","2","Jet","SOKO-CNIAR","NJ-22 Orao","M"
"LandPlane","L4E","SOL1","4","Electric","SOLAR IMPULSE","1","L"
"LandPlane","L4E","SOL2","4","Electric","SOLAR IMPULSE","2","L"
"LandPlane","LCT","C08T","C","Turboprop/Turboshaft","SOLOY","208 Dual-Pac Caravan","L"
"LandPlane","LCT","C08T","C","Turboprop/Turboshaft","SOLOY","208 Pathfinder 21","L"
"Helicopter","H1T","B47T","1","Turboprop/Turboshaft","SOLOY","Bell 47","L"
"LandPlane","LCT","C08T","C","Turboprop/Turboshaft","SOLOY","Dual-Pac Caravan","L"
"Helicopter","H1T","H12T","1","Turboprop/Turboshaft","SOLOY","Hiller UH-12","L"
"LandPlane","LCT","C08T","C","Turboprop/Turboshaft","SOLOY","Pathfinder 21","L"
"LandPlane","L1T","C06T","1","Turboprop/Turboshaft","SOLOY","Turbine 206","L"
"LandPlane","L1T","C07T","1","Turboprop/Turboshaft","SOLOY","Turbine 207","L"
"LandPlane","L1P","SONX","1","Piston","SONEX","Sonex","L"
"LandPlane","L1P","WAIX","1","Piston","SONEX","Waiex","L"
"LandPlane","L1P","XNOS","1","Piston","SONEX","Xenos","L"
"LandPlane","L1P","ONEX","1","Piston","SONEX","Onex","L"
"LandPlane","L1P","CAML","1","Piston","SOPWITH","Camel","L"
"LandPlane","L1P","CAML","1","Piston","SOPWITH","Camel Replica","L"
"LandPlane","L1P","STRI","1","Piston","SOPWITH","Triplane Replica","L"
"LandPlane","L1P","SPUP","1","Piston","SOPWITH","Pup","L"
"LandPlane","L1P","SPUP","1","Piston","SOPWITH","Pup Replica","L"
"LandPlane","L1P","SNS9","1","Piston","SORRELL","EXP-2","L"
"LandPlane","L1P","SNS2","1","Piston","SORRELL","Guppy","L"
"LandPlane","L1P","SNS7","1","Piston","SORRELL","Hiperbipe","L"
"LandPlane","L1P","SNS2","1","Piston","SORRELL","SNS-2 Guppy","L"
"LandPlane","L1P","SNS7","1","Piston","SORRELL","SNS-7 Hiperbipe","L"
"LandPlane","L1P","SNS9","1","Piston","SORRELL","SNS-9 EXP-2","L"
"LandPlane","L1P","SP7","1","Piston","SPARTAN","7 Executive","L"
"LandPlane","L1P","SP7","1","Piston","SPARTAN","Executive","L"
"LandPlane","L1P","SP7","1","Piston","SPARTAN","UC-71 Executive","L"
"LandPlane","L1P","SPC2","1","Piston","SPECTER","Specter 2","L"
"LandPlane","L2J","SP33","2","Jet","SPECTRUM","Independence","L"
"LandPlane","L2J","SP33","2","Jet","SPECTRUM","S-33 Independence","L"
"LandPlane","L2P","ST1","2","Piston","SPEEDTWIN","E2E Speedtwin","L"
"LandPlane","L2P","ST1","2","Piston","SPEEDTWIN","Speedtwin","L"
"Amphibian","A1P","S12","1","Piston","SPENCER","Air Car","L"
"Amphibian","A1P","ACJR","1","Piston","SPENCER","Air Car Junior","L"
"Amphibian","A1P","S12","1","Piston","SPENCER","S-12 Air Car","L"
"LandPlane","L1P","DAL1","1","Piston","SPEZIO","DAL-1 Tuholer","L"
"LandPlane","L1P","DAL1","1","Piston","SPEZIO","Tuholer","L"
"Gyrocopter","G1P","SCII","1","Piston","SPORT COPTER","SportCopter 2","L"
"LandPlane","L1P","SRAC","1","Piston","SPORT RACER","Sport Racer","L"
"LandPlane","L1P","SF25","1","Piston","SPORTAVIA-PUTZER","Falke","L"
"LandPlane","L1P","SF31","1","Piston","SPORTAVIA-PUTZER","Milan","L"
"LandPlane","L1P","RF4","1","Piston","SPORTAVIA-PUTZER","RF-4","L"
"LandPlane","L1P","RF5","1","Piston","SPORTAVIA-PUTZER","RF-5","L"
"LandPlane","L1P","RF5","1","Piston","SPORTAVIA-PUTZER","RF-5 Sperber","L"
"LandPlane","L1P","RS18","1","Piston","SPORTAVIA-PUTZER","RS-180 Sportsman","L"
"LandPlane","L1P","SF25","1","Piston","SPORTAVIA-PUTZER","SF-25 Falke","L"
"LandPlane","L1P","SF31","1","Piston","SPORTAVIA-PUTZER","SFS-31 Milan","L"
"LandPlane","L1P","RF5","1","Piston","SPORTAVIA-PUTZER","Sperber","L"
"LandPlane","L1P","RS18","1","Piston","SPORTAVIA-PUTZER","Sportsman","L"
"LandPlane","L1P","LK17","1","Piston","SPORTINE AVIACIJA","LAK-17AT","L"
"LandPlane","L1P","LK19","1","Piston","SPORTINE AVIACIJA","LAK-19T","L"
"LandPlane","L1P","LK20","1","Piston","SPORTINE AVIACIJA","LAK-20M","L"
"SeaPlane","S1P","S107","1","Piston","SPRATT","107","L"
"LandPlane","L1P","WS22","1","Piston","SPRING","Sprint","L"
"LandPlane","L1P","WS22","1","Piston","SPRING","WS-202 Sprint","L"
"LandPlane","L1T","SA6E","1","Turboprop/Turboshaft","SREYA","Envoy","L"
"LandPlane","L1T","SA6E","1","Turboprop/Turboshaft","SREYA","SA-6 Envoy","L"
"LandPlane","L1P","BU31","1","Piston","SSH","Jungmann","L"
"LandPlane","L1P","BU31","1","Piston","SSH","T-131 Jungmann","L"
"LandPlane","L1P","PARL","1","Piston","ST. CROIX","Pietenpol Aerial","L"
"LandPlane","L1P","CAMP","1","Piston","ST. CROIX","Pietenpol Aircamper","L"
"LandPlane","L1P","STRI","1","Piston","ST. CROIX","Sopwith Triplane","L"
"LandPlane","L1P","C185","1","Piston","ST. JUST","Super Cyclone","L"
"LandPlane","L1P","SV4","1","Piston","STAMPE","SV-4","L"
"LandPlane","L1P","AS80","1","Piston","STARCK","AS-80 Holiday","L"
"LandPlane","L1P","AS80","1","Piston","STARCK","Holiday","L"
"LandPlane","L1P","FIBO","1","Piston","STARFIRE","Firebolt Convertible","L"
"LandPlane","L1P","CP30","1","Piston","STARK","CP-301 Emeraude","L"
"LandPlane","L1P","D31","1","Piston","STARK","D-31 Turbulent","L"
"LandPlane","L1P","CP30","1","Piston","STARK","Emeraude","L"
"LandPlane","L1P","D31","1","Piston","STARK","Turbulent","L"
"LandPlane","L2P","SK70","2","Piston","STARKRAFT","SK-700","L"
"LandPlane","L1P","SPA2","1","Piston","STARK-TREFETHEN","Sport-Aire 2","L"
"LandPlane","L1P","SL1","1","Piston","STAR-LITE","SL-1 Star-Lite","L"
"LandPlane","L1P","SL1","1","Piston","STAR-LITE","Star-Lite","L"
"LandPlane","L1P","T211","1","Piston","STARPAC","Phoenix Flyer","L"
"LandPlane","L1P","STFF","1","Piston","STATLER","Firefly","L"
"Amphibian","A2P","CE27","2","Piston","STATUS AVIA","SA-1 Status","L"
"Amphibian","A2P","CE27","2","Piston","STATUS AVIA","Status","L"
"LandPlane","L1P","ST30","1","Piston","STAUDACHER","S-300","L"
"LandPlane","L1P","ST60","1","Piston","STAUDACHER","S-600","L"
"LandPlane","L1P","ST75","1","Piston","STEARMAN","75 Kaydet","L"
"LandPlane","L1P","ST75","1","Piston","STEARMAN","Kaydet","L"
"LandPlane","L1P","ST75","1","Piston","STEARMAN","PT-13 Kaydet","L"
"LandPlane","L1P","ST75","1","Piston","STEARMAN","PT-17 Kaydet","L"
"LandPlane","L1P","BOLT","1","Piston","STEEN","Skybolt","L"
"LandPlane","L1P","S10S","1","Piston","STEMME","Chrysalis","L"
"LandPlane","L1P","S10S","1","Piston","STEMME","S-10","L"
"LandPlane","L1P","S10S","1","Piston","STEMME","S-10 Chrysalis","L"
"LandPlane","L1P","S12S","1","Piston","STEMME","S-12 Twin Voyager","L"
"LandPlane","L1P","S12S","1","Piston","STEMME","Twin Voyager","L"
"LandPlane","L1P","S15S","1","Piston","STEMME","S-15","L"
"LandPlane","L1P","S15U","1","Piston","STEMME","S-15 Patroller","L"
"LandPlane","L1P","S15U","1","Piston","STEMME","Patroller","L"
"LandPlane","L1P","S6","1","Piston","STEMME","S-6","L"
"LandPlane","L1P","AKRO","1","Piston","STEPHENS","Akro","L"
"LandPlane","L1P","ST87","1","Piston","STERN","Europlane","L"
"LandPlane","L1P","ST87","1","Piston","STERN","ST-87 Europlane","L"
"LandPlane","L1P","SM01","1","Piston","STERN-MALLICK","SM-01 Vega","L"
"LandPlane","L1P","SM01","1","Piston","STERN-MALLICK","Vega","L"
"LandPlane","L1P","S51D","1","Piston","STEWART (1)","S-51D","L"
"LandPlane","L1P","FOOF","1","Piston","STEWART (2)","Foo Fighter","L"
"LandPlane","L1P","HEAD","1","Piston","STEWART (2)","Headwind","L"
"LandPlane","L1P","HEAD","1","Piston","STEWART (2)","JD-1 Headwind","L"
"LandPlane","L1P","FOOF","1","Piston","STEWART (2)","JD-2 Foo Fighter","L"
"LandPlane","L1P","HEAD","1","Piston","STEWART (2)","SAC-1 Headwind","L"
"LandPlane","L1P","S10","1","Piston","STINSON","10 Voyager","L"
"LandPlane","L1P","S10","1","Piston","STINSON","105","L"
"LandPlane","L1P","S108","1","Piston","STINSON","108 Station Wagon","L"
"LandPlane","L1P","S108","1","Piston","STINSON","108 Voyager","L"
"LandPlane","L3P","TRMA","3","Piston","STINSON","A Tri-Motor","L"
"LandPlane","L1P","RELI","1","Piston","STINSON","AT-19 Reliant","L"
"LandPlane","L1P","S10","1","Piston","STINSON","HW-75","L"
"LandPlane","L1P","S10","1","Piston","STINSON","HW-80","L"
"LandPlane","L1P","L5","1","Piston","STINSON","L-5 Sentinel","L"
"LandPlane","L1P","L5","1","Piston","STINSON","OY Sentinel","L"
"LandPlane","L1P","RELI","1","Piston","STINSON","Reliant","L"
"LandPlane","L1P","L5","1","Piston","STINSON","Sentinel","L"
"LandPlane","L3P","SM60","3","Piston","STINSON","SM-6000 Tri-Motor","L"
"LandPlane","L1P","RELI","1","Piston","STINSON","SR Reliant","L"
"LandPlane","L1P","S108","1","Piston","STINSON","Station Wagon","L"
"LandPlane","L3P","SM60","3","Piston","STINSON","T Tri-Motor","L"
"LandPlane","L3P","TRMA","3","Piston","STINSON","Tri-Motor (A)","L"
"LandPlane","L3P","SM60","3","Piston","STINSON","Tri-Motor (SM-6000/T)","L"
"LandPlane","L1P","L5","1","Piston","STINSON","U-19 Sentinel","L"
"LandPlane","L1P","L5","1","Piston","STINSON","V-76 Sentinel","L"
"LandPlane","L1P","RELI","1","Piston","STINSON","V-77 Reliant","L"
"LandPlane","L1P","S10","1","Piston","STINSON","Voyager (10)","L"
"LandPlane","L1P","S108","1","Piston","STINSON","Voyager (108)","L"
"LandPlane","L1P","SA6","1","Piston","STITS","Flut-R-Bug","L"
"LandPlane","L1P","SA3","1","Piston","STITS","Playboy","L"
"LandPlane","L1P","SA11","1","Piston","STITS","Playmate","L"
"LandPlane","L1P","SA3","1","Piston","STITS","SA-3 Playboy","L"
"LandPlane","L1P","SA6","1","Piston","STITS","SA-6 Flut-R-Bug","L"
"LandPlane","L1P","SA7","1","Piston","STITS","SA-7 Sky-Coupe","L"
"LandPlane","L1P","SA11","1","Piston","STITS","SA-11 Playmate","L"
"LandPlane","L1P","SA7","1","Piston","STITS","Sky-Coupe","L"
"LandPlane","L1P","GLAS","1","Piston","STODDARD-HAMILTON","Glasair","L"
"LandPlane","L1P","GLST","1","Piston","STODDARD-HAMILTON","GlaStar","L"
"LandPlane","L1P","GLST","1","Piston","STODDARD-HAMILTON","SH-4 GlaStar","L"
"LandPlane","L1T","GLTU","1","Turboprop/Turboshaft","STODDARD-HAMILTON","Turbine Glasair","L"
"LandPlane","L1P","SA70","1","Piston","STOLP","Acroduster","L"
"LandPlane","L1P","SA75","1","Piston","STOLP","Acroduster Too","L"
"LandPlane","L1P","SA10","1","Piston","STOLP","SA-100 Starduster","L"
"LandPlane","L1P","SA30","1","Piston","STOLP","SA-300 Starduster Too","L"
"LandPlane","L1P","SA50","1","Piston","STOLP","SA-500 Starlet","L"
"LandPlane","L1P","SA70","1","Piston","STOLP","SA-700 Acroduster","L"
"LandPlane","L1P","SA75","1","Piston","STOLP","SA-750 Acroduster Too","L"
"LandPlane","L1P","SA10","1","Piston","STOLP","Starduster","L"
"LandPlane","L1P","SA30","1","Piston","STOLP","Starduster Too","L"
"LandPlane","L1P","SA50","1","Piston","STOLP","Starlet","L"
"LandPlane","L1P","SDUS","1","Piston","STOLP","Super Starduster","L"
"LandPlane","L1P","STOR","1","Piston","STORCH AVIATION","SS-4 Storch","L"
"LandPlane","L1P","STOR","1","Piston","STORCH AVIATION","SS-4 Super Storch","L"
"LandPlane","L1P","STOR","1","Piston","STORCH AVIATION","Storch","L"
"LandPlane","L1P","STOR","1","Piston","STORCH AVIATION","Super Storch","L"
"LandPlane","L1P","SGRA","1","Piston","STORMAIRCRAFT","Rally","L"
"LandPlane","L1P","STRM","1","Piston","STORMAIRCRAFT","Storm","L"
"LandPlane","L1P","UL10","1","Piston","STREAMLINE WELDING","10 Ultimate Competitor","L"
"LandPlane","L1P","UL10","1","Piston","STREAMLINE WELDING","10 Ultimate Winner","L"
"LandPlane","L1P","UL20","1","Piston","STREAMLINE WELDING","20 Ultimate Companion","L"
"LandPlane","L1P","UL20","1","Piston","STREAMLINE WELDING","Ultimate Companion","L"
"LandPlane","L1P","UL10","1","Piston","STREAMLINE WELDING","Ultimate Competitor","L"
"LandPlane","L1P","UL10","1","Piston","STREAMLINE WELDING","Ultimate Winner","L"
"LandPlane","L1P","STRA","1","Piston","STRIPLIN","Lone Ranger","L"
"LandPlane","L1P","STRA","1","Piston","STRIPLIN","Sky Ranger","L"
"LandPlane","L1P","STR2","1","Piston","STROJNIK","S-2","L"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD","Alouette 2","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","SUD","Alouette 3","L"
"LandPlane","L2J","S210","2","Jet","SUD","Caravelle","M"
"LandPlane","L2J","FOUG","2","Jet","SUD","CM-170R Magister","L"
"Helicopter","H1T","DJIN","1","Turboprop/Turboshaft","SUD","Djinn","L"
"LandPlane","L1P","T28","1","Piston","SUD","Fennec","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SUD","Gazelle","L"
"LandPlane","L1P","GY80","1","Piston","SUD","GY-80 Horizon","L"
"LandPlane","L1P","GY80","1","Piston","SUD","Horizon","L"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","SUD","Lama","L"
"LandPlane","L2J","FOUG","2","Jet","SUD","Magister","L"
"Helicopter","H2T","PUMA","2","Turboprop/Turboshaft","SUD","Puma","L"
"Helicopter","H1P","S58P","1","Piston","SUD","S-58","L"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","SUD","SA-315 Lama","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","SUD","SA-316 Alouette 3","L"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD","SA-318 Alouette 2","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","SUD","SA-319 Alouette 3","L"
"Helicopter","H3T","FREL","3","Turboprop/Turboshaft","SUD","SA-321 Super Frelon","M"
"Helicopter","H2T","PUMA","2","Turboprop/Turboshaft","SUD","SA-330 Puma","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SUD","SA-341 Gazelle","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","SUD","SA-342 Gazelle","L"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD","SA-3180 Alouette 2","L"
"LandPlane","L2J","S210","2","Jet","SUD","SE-210 Caravelle","M"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD","SE-313 Alouette 2","L"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD","SE-3130 Alouette 2","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","SUD","SE-3160 Alouette 3","L"
"Helicopter","H1T","DJIN","1","Turboprop/Turboshaft","SUD","SO-1221 Djinn","L"
"LandPlane","L2J","VAUT","2","Jet","SUD","SO-4050 Vautour","M"
"Helicopter","H3T","FREL","3","Turboprop/Turboshaft","SUD","Super Frelon","M"
"LandPlane","L1P","T28","1","Piston","SUD","T-28 Fennec","L"
"LandPlane","L2J","S210","2","Jet","SUD","Tp85 Caravelle","M"
"LandPlane","L2J","VAUT","2","Jet","SUD","Vautour","M"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD-EST","Alouette 2","L"
"LandPlane","L2J","S210","2","Jet","SUD-EST","Caravelle","M"
"LandPlane","L2J","S210","2","Jet","SUD-EST","SE-210 Caravelle","M"
"Helicopter","H1T","ALO2","1","Turboprop/Turboshaft","SUD-EST","SE-3130 Alouette 2","L"
"LandPlane","L2J","FOUG","2","Jet","SUDFLUG","CM-170R Magister","L"
"LandPlane","L2J","FOUG","2","Jet","SUDFLUG","Magister","L"
"Helicopter","H1T","DJIN","1","Turboprop/Turboshaft","SUD-OUEST","Djinn","L"
"Helicopter","H1T","DJIN","1","Turboprop/Turboshaft","SUD-OUEST","SO-1221 Djinn","L"
"LandPlane","L2J","S37","2","Jet","SUKHOI","Berkut","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","J-11","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","JJ-11","M"
"LandPlane","L2J","S37","2","Jet","SUKHOI","S-37 Berkut","M"
"LandPlane","L2J","SU25","2","Jet","SUKHOI","Scorpion","M"
"LandPlane","L1J","SU7","1","Jet","SUKHOI","Su-7","M"
"LandPlane","L2J","SU15","2","Jet","SUKHOI","Su-15","M"
"LandPlane","L1J","SU17","1","Jet","SUKHOI","Su-17","M"
"LandPlane","L1J","SU17","1","Jet","SUKHOI","Su-20","M"
"LandPlane","L1J","SU17","1","Jet","SUKHOI","Su-22","M"
"LandPlane","L2J","SU24","2","Jet","SUKHOI","Su-24","M"
"LandPlane","L2J","SU25","2","Jet","SUKHOI","Su-25","M"
"LandPlane","L2J","SU25","2","Jet","SUKHOI","Su-25 Scorpion","M"
"LandPlane","L1P","SU26","1","Piston","SUKHOI","Su-26","L"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-27","M"
"LandPlane","L2J","SU25","2","Jet","SUKHOI","Su-28","M"
"LandPlane","L1P","SU29","1","Piston","SUKHOI","Su-29","L"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-30","M"
"LandPlane","L1P","SU31","1","Piston","SUKHOI","Su-31","L"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-32","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-33","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-34","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-35","M"
"LandPlane","L2J","SU27","2","Jet","SUKHOI","Su-37","M"
"LandPlane","L1P","SU38","1","Piston","SUKHOI","Su-38","L"
"LandPlane","L2J","SU25","2","Jet","SUKHOI","Su-39","M"
"LandPlane","L2J","S37","2","Jet","SUKHOI","Su-47 Berkut","M"
"LandPlane","L2T","SU80","2","Turboprop/Turboshaft","SUKHOI","Su-80","M"
"LandPlane","L2J","SU95","2","Jet","SUKHOI","Superjet 100-95","M"
"LandPlane","L2J","T50S","2","Jet","SUKHOI","T-50","M"
"LandPlane","L2P","C337","2","Piston","SUMMIT","O2-337 Sentry","L"
"LandPlane","L2P","C337","2","Piston","SUMMIT","Sentry","L"
"LandPlane","L1P","T18","1","Piston","SUNDERLAND","S-18","L"
"LandPlane","L1P","APUP","1","Piston","SUPAPUP","Aeropup","L"
"LandPlane","L1P","PA18","1","Piston","SUPER 18","S-18 Super 18","L"
"LandPlane","L1P","PA18","1","Piston","SUPER 18","Super 18","L"
"LandPlane","L1P","CHIP","1","Piston","SUPER-CHIPMUNK","Super-Chipmunk","L"
"LandPlane","L1P","SPIT","1","Piston","SUPERMARINE","Seafire","L"
"LandPlane","L1P","SPIT","1","Piston","SUPERMARINE","Spitfire","L"
"LandPlane","L1J","SWIF","1","Jet","SUPERMARINE","Swift","M"
"LandPlane","L1P","SASP","1","Piston","SUPERMARINE AIRCRAFT","Spitfire Mk25","L"
"LandPlane","L1P","SASP","1","Piston","SUPERMARINE AIRCRAFT","Spitfire Mk26","L"
"LandPlane","L2P","BE65","2","Piston","SWEARINGEN","800 (65)","L"
"LandPlane","L2P","BE80","2","Piston","SWEARINGEN","800 (80)","L"
"LandPlane","L2P","BE50","2","Piston","SWEARINGEN","Excalibur","L"
"LandPlane","L2T","SW2","2","Turboprop/Turboshaft","SWEARINGEN","Merlin 2","L"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","SWEARINGEN","Merlin 3","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","SWEARINGEN","Merlin 4","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","SWEARINGEN","Metro","L/M"
"LandPlane","L2T","SW2","2","Turboprop/Turboshaft","SWEARINGEN","SA-26 Merlin 2","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","SWEARINGEN","SA-226AT Merlin 4","L/M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","SWEARINGEN","SA-226T Merlin 3","L"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","SWEARINGEN","SA-226TB Merlin 3","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","SWEARINGEN","SA-226TC Metro","L/M"
"LandPlane","L2J","SJ30","2","Jet","SWEARINGEN","SJ-30","L"
"LandPlane","L1P","SX30","1","Piston","SWEARINGEN","SX-300","L"
"LandPlane","L2T","BE9L","2","Turboprop/Turboshaft","SWEARINGEN","Taurus 90","L"
"LandPlane","L1P","TAYB","1","Piston","SWICK","Swick-T","L"
"LandPlane","L1P","SWIN","1","Piston","S-WING","S-Wing","L"
"LandPlane","L1P","SYMP","1","Piston","SYMPHONY","SA-160 Symphony","L"
"LandPlane","L1P","SYMP","1","Piston","SYMPHONY","Symphony","L"
"LandPlane","L1P","SKRA","1","Piston","SYNAIRGIE","Sky Ranger","L"
"LandPlane","L1P","SZ9M","1","Piston","SZD","Bocian M-2000","L"
"LandPlane","L1P","SZ45","1","Piston","SZD","Ogar","L"
"LandPlane","L1P","SZ9M","1","Piston","SZD","SZD-9bis Bocian M-2000","L"
"LandPlane","L1P","SZ45","1","Piston","SZD","SZD-45 Ogar","L"
"LandPlane","L1P","CORO","1","Piston","T & T AVIATION","Falcon","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","TAI","AS-532 Cougar","M"
"LandPlane","L2T","CN35","2","Turboprop/Turboshaft","TAI","CN-235","M"
"LandPlane","L2T","CN35","2","Turboprop/Turboshaft","TAI","CN-235 Persuader","M"
"LandPlane","L1J","F16","1","Jet","TAI","F-16 Fighting Falcon","M"
"LandPlane","L1P","F260","1","Piston","TAI","SF-260","L"
"LandPlane","L1P","ZIU","1","Piston","TAI","ZIU","L"
"Helicopter","H2T","A129","2","Turboprop/Turboshaft","TAI","T-129","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","TAI","Cougar","M"
"LandPlane","L2T","CN35","2","Turboprop/Turboshaft","TAI","Persuader","M"
"LandPlane","L1J","F16","1","Jet","TAI","Fighting Falcon","M"
"LandPlane","L1T","HURK","1","Turboprop/Turboshaft","TAI","Hürkuş","L"
"LandPlane","L1T","KT1","1","Turboprop/Turboshaft","TAI","KT-1","L"
"LandPlane","L1P","ANKA","1","Piston","TAI","Anka","L"
"LandPlane","L1P","DUB2","1","Piston","TAIFUN","DMZ-2 Osa","L"
"LandPlane","L1P","DUB2","1","Piston","TAIFUN","Osa","L"
"LandPlane","L1P","TD1","1","Piston","TAIWAN DANCER","TD-1","L"
"LandPlane","L1P","TD3","1","Piston","TAIWAN DANCER","TD-3 Alluvion Legend","L"
"LandPlane","L1P","TD3","1","Piston","TAIWAN DANCER","Alluvion Legend","L"
"LandPlane","L2J","TJET","2","Jet","TAM","TAM-Jet","L"
"Helicopter","H1P","COMU","1","Piston","TAMARIND","Commuter","L"
"Helicopter","H1P","COMU","1","Piston","TAMARIND","H-1 Commuter","L"
"LandPlane","L2T","VTOR","2","Turboprop/Turboshaft","TANEJA","AP-68TP-600 Viator","L"
"LandPlane","L1P","NAL2","1","Piston","TANEJA","Hansa","L"
"LandPlane","L1P","NAL2","1","Piston","TANEJA","NALLA-2 Hansa","L"
"LandPlane","L2P","P68","2","Piston","TANEJA","Observer","L"
"LandPlane","L2P","P68","2","Piston","TANEJA","P-68","L"
"LandPlane","L2P","P68","2","Piston","TANEJA","P-68 Observer","L"
"LandPlane","L1P","T211","1","Piston","TANEJA","T-211","L"
"LandPlane","L2T","VTOR","2","Turboprop/Turboshaft","TANEJA","Viator","L"
"LandPlane","L1P","LEVI","1","Piston","TAPANEE","Levitation 4","L"
"LandPlane","L1P","PEGZ","1","Piston","TAPANEE","Pegazair","L"
"LandPlane","L1P","E2CB","1","Piston","TAYLOR (1)","Cub (E-2)","L"
"LandPlane","L1P","J2","1","Piston","TAYLOR (1)","Cub (J-2)","L"
"LandPlane","L1P","E2CB","1","Piston","TAYLOR (1)","E-2 Cub","L"
"LandPlane","L1P","J2","1","Piston","TAYLOR (1)","J-2 Cub","L"
"Amphibian","A1P","COOT","1","Piston","TAYLOR (2)","Coot","L"
"LandPlane","L1P","MIMP","1","Piston","TAYLOR (2)","Mini-Imp","L"
"Amphibian","A1P","COOT","1","Piston","TAYLOR (2)","Super Coot","L"
"LandPlane","L1P","BIRD","1","Piston","TAYLOR (3)","Bird","L"
"LandPlane","L1P","BIRD","1","Piston","TAYLOR (3)","TA-2 Bird","L"
"LandPlane","L1P","BIRD","1","Piston","TAYLOR (3)","TA-3 Bird","L"
"LandPlane","L1P","JT2","1","Piston","TAYLOR (4)","JT-2 Titch","L"
"LandPlane","L1P","JT2","1","Piston","TAYLOR (4)","Titch","L"
